Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
India,2021,Hyundai,33175.0,731.0,8.3,117657.0,PHEV,1639.0,NO
India,2015,Nissan,13002.0,3797.0,1.64,30475.0,PHEV,35019.0,YES
France,2023,Kia,19825.0,255.0,6.75,45045.0,HEV,61531.0,NO
India,2015,Nissan,42761.0,621.0,1.43,62001.0,PHEV,76752.0,NO
Uk,2017,Renault,39497.0,329.0,24.52,75363.0,HEV,74401.0,NO
India,2024,Kia,17057.0,4029.0,24.88,21703.0,PHEV,56371.0,NO
Norway,2021,Volkswagen,43316.0,3162.0,3.46,119762.0,PHEV,2778.0,YES
India,2019,Renault,46252.0,3067.0,2.26,128092.0,HEV,28289.0,YES
Canada,2018,Volkswagen,45288.0,4757.0,17.64,141566.0,PHEV,8758.0,YES
Japan,2023,BYD,23937.0,3211.0,17.26,77013.0,BEV,57950.0,YES
India,2024,BMW,17849.0,4974.0,11.63,38304.0,HEV,79824.0,NO
Germany,2023,Nissan,6887.0,2531.0,21.1,96439.0,HEV,47116.0,NO
Canada,2016,Nissan,40984.0,3414.0,9.36,107626.0,BEV,47009.0,NO
Netherlands,2019,BYD,38069.0,224.0,2.69,135254.0,HEV,40015.0,YES
India,2021,BYD,6677.0,2382.0,7.3,96431.0,BEV,44148.0,YES
Japan,2018,Chevrolet,7117.0,893.0,6.23,64996.0,HEV,66839.0,NO
Japan,2022,Tesla,30256.0,4501.0,3.44,42281.0,BEV,19715.0,YES
Canada,2015,Chevrolet,5061.0,89.0,24.03,93177.0,BEV,76705.0,NO
Canada,2021,Hyundai,17616.0,3986.0,7.39,20740.0,HEV,39051.0,NO
Usa,2022,Tesla,19176.0,4227.0,27.6,21173.0,BEV,60330.0,NO
France,2017,Tesla,44269.0,4674.0,1.01,123922.0,PHEV,12231.0,YES
Netherlands,2017,Kia,30251.0,4896.0,27.34,116698.0,PHEV,56965.0,NO
India,2019,Hyundai,16108.0,2755.0,28.22,109801.0,PHEV,28387.0,YES
Japan,2024,BMW,4590.0,379.0,9.83,36514.0,PHEV,11196.0,YES
Usa,2017,Kia,26779.0,3334.0,19.47,120797.0,BEV,49795.0,NO
Usa,2021,Nissan,3699.0,1755.0,1.09,59737.0,PHEV,8897.0,NO
Uk,2024,Nissan,33857.0,1370.0,6.77,49120.0,BEV,71935.0,YES
Canada,2018,Renault,30311.0,2326.0,9.39,125853.0,BEV,42271.0,YES
Usa,2018,Nissan,1576.0,43.0,15.83,36478.0,HEV,24645.0,NO
Canada,2018,Chevrolet,41835.0,733.0,10.24,135439.0,PHEV,2942.0,YES
Japan,2018,Renault,20888.0,2354.0,7.79,75628.0,BEV,66873.0,YES
Uk,2023,Tesla,47524.0,1875.0,16.95,68519.0,HEV,78681.0,NO
Netherlands,2021,Chevrolet,12477.0,68.0,28.75,63883.0,HEV,4688.0,NO
France,2024,Renault,4248.0,4140.0,12.3,41045.0,HEV,46950.0,NO
France,2017,BYD,25546.0,4045.0,17.81,36184.0,HEV,22173.0,YES
Usa,2017,Hyundai,13722.0,922.0,26.24,32817.0,BEV,2439.0,YES
India,2022,Kia,38881.0,3640.0,1.97,131119.0,PHEV,21600.0,NO
Netherlands,2016,Tesla,2966.0,2407.0,28.49,57242.0,BEV,51117.0,YES
Uk,2018,Renault,47471.0,929.0,21.54,92303.0,PHEV,10404.0,YES
France,2023,Ford,34139.0,4400.0,11.84,62823.0,PHEV,69591.0,YES
Uk,2018,Volkswagen,17497.0,1882.0,11.69,81540.0,PHEV,73725.0,NO
Canada,2022,BMW,46020.0,3383.0,10.65,68790.0,HEV,48498.0,YES
Japan,2023,Ford,33288.0,403.0,6.13,105591.0,HEV,29390.0,YES
Usa,2019,Hyundai,30083.0,370.0,9.09,46134.0,PHEV,5314.0,YES
France,2023,Renault,29170.0,2463.0,8.84,40406.0,HEV,36568.0,YES
Canada,2023,Nissan,46150.0,2164.0,10.02,61185.0,PHEV,17108.0,YES
Germany,2019,Nissan,7329.0,355.0,19.07,98995.0,PHEV,74927.0,YES
Uk,2015,BMW,806.0,3085.0,26.89,74586.0,HEV,7611.0,YES
Canada,2024,Nissan,12073.0,4060.0,10.18,55913.0,BEV,49785.0,YES
Norway,2020,Tesla,21162.0,1854.0,18.65,29548.0,BEV,7862.0,YES
China,2024,BMW,3542.0,824.0,24.73,81770.0,HEV,16225.0,YES
China,2024,BYD,17193.0,2071.0,10.77,45571.0,HEV,12937.0,NO
Japan,2016,Renault,1294.0,4024.0,29.38,29326.0,BEV,18358.0,NO
Canada,2020,Tesla,30290.0,4247.0,13.07,44479.0,PHEV,77749.0,NO
France,2019,Ford,7748.0,4379.0,2.83,37353.0,PHEV,50616.0,YES
France,2022,BYD,38683.0,297.0,11.79,47133.0,PHEV,3925.0,YES
Japan,2016,Volkswagen,48164.0,2906.0,16.44,125474.0,BEV,16457.0,NO
France,2024,Ford,42811.0,3990.0,12.83,94688.0,BEV,37181.0,NO
Usa,2021,Volkswagen,33762.0,957.0,16.71,114284.0,BEV,33322.0,YES
China,2015,Ford,49429.0,567.0,8.62,103311.0,HEV,22725.0,NO
Canada,2015,BMW,36580.0,4873.0,18.77,48747.0,PHEV,43407.0,YES
Usa,2023,Nissan,13838.0,2571.0,8.23,62748.0,PHEV,66898.0,NO
Norway,2023,Tesla,3954.0,2808.0,24.81,88091.0,PHEV,51637.0,YES
Canada,2020,Ford,25153.790504451037,2113.0,18.42,75377.24470820969,HEV,40963.0,YES
Norway,2022,Renault,10547.0,4827.0,7.74,70339.0,PHEV,14686.0,NO
Netherlands,2020,Nissan,41303.0,1517.0,15.11,57079.0,BEV,58427.0,NO
Uk,2023,Hyundai,39851.0,3752.0,17.05,104159.0,HEV,16797.0,NO
Uk,2021,Volkswagen,37499.0,918.0,19.12,51376.0,HEV,15239.0,YES
Canada,2024,Kia,21935.0,2747.0,16.06,71343.0,PHEV,11534.0,NO
Germany,2016,Hyundai,35074.0,2110.0,9.13,122141.0,PHEV,11967.0,NO
Norway,2021,Tesla,16955.0,37.0,13.09,108830.0,BEV,40823.0,YES
Usa,2020,Volkswagen,10116.0,2258.0,25.18,24223.0,BEV,62404.0,NO
Norway,2021,Tesla,29146.0,1685.0,12.94,70871.0,PHEV,46434.0,NO
Usa,2024,BYD,20715.0,1928.0,20.56,38177.0,BEV,55081.0,YES
China,2019,Tesla,1531.0,2082.0,16.05,57771.0,HEV,18868.0,NO
Japan,2024,Chevrolet,10937.0,1560.0,23.12,66586.0,BEV,11223.0,YES
Japan,2024,Ford,48666.0,4469.0,8.26,62327.0,HEV,16591.0,YES
Germany,2021,Hyundai,6682.0,2104.0,26.37,27098.0,PHEV,14672.0,YES
India,2020,Volkswagen,18432.0,377.0,16.08,89817.0,PHEV,6639.0,NO
India,2019,Volkswagen,11555.0,1886.0,27.95,95071.0,BEV,65666.0,YES
Norway,2015,Nissan,11366.0,3899.0,16.12,60592.0,PHEV,32335.0,NO
Uk,2022,Kia,26662.0,121.0,5.63,84150.0,PHEV,3631.0,YES
Norway,2024,Nissan,37616.0,2014.0,15.65,86280.0,BEV,29069.0,YES
Netherlands,2021,BMW,16945.0,1504.0,21.31,73365.0,PHEV,44168.0,YES
China,2020,Nissan,24586.0,115.0,22.03,46057.0,BEV,61167.0,NO
China,2015,Tesla,37193.0,1918.0,16.82,52761.0,HEV,10466.0,YES
Norway,2023,Kia,26021.0,3914.0,8.59,102976.0,HEV,53948.0,NO
Germany,2016,Hyundai,17176.0,4689.0,25.95,40826.0,HEV,78701.0,NO
India,2024,Tesla,11183.0,2485.0,23.42,15912.0,BEV,32351.0,YES
Usa,2019,Renault,47668.0,437.0,8.94,55623.0,BEV,66642.0,YES
Norway,2021,Tesla,22162.0,1235.0,23.83,38534.0,BEV,18279.0,YES
Germany,2023,Volkswagen,45365.0,1630.0,8.33,138769.0,BEV,39187.0,YES
India,2022,Volkswagen,48981.0,3909.0,20.32,126515.0,PHEV,7858.0,NO
China,2017,Nissan,44346.0,4121.0,20.4,99938.0,PHEV,48458.0,YES
China,2023,BMW,36575.0,712.0,27.72,96416.0,PHEV,1395.0,NO
Japan,2015,BMW,11345.0,3301.0,18.74,58251.0,HEV,60332.0,YES
Norway,2024,Hyundai,37805.0,1678.0,15.41,121776.0,PHEV,52993.0,YES
Japan,2024,Nissan,39886.0,4733.0,2.41,126390.0,BEV,9539.0,NO
Uk,2023,Renault,1763.0,4675.0,11.87,100379.0,PHEV,76801.0,NO
Japan,2019,Ford,49607.0,3158.0,29.75,106739.0,BEV,53979.0,YES
France,2024,BYD,11385.0,1032.0,20.64,86677.0,PHEV,47326.0,YES
India,2022,Ford,17103.0,415.0,8.28,102341.0,BEV,43719.0,YES
Canada,2015,Kia,26750.0,801.0,9.1,45443.0,PHEV,38697.0,YES
Usa,2017,Nissan,29488.0,1340.0,7.83,42609.0,PHEV,15219.0,NO
Germany,2019,Hyundai,2117.0,2066.0,27.47,75357.0,HEV,56735.0,NO
Japan,2022,Tesla,18459.0,3956.0,13.39,46026.0,BEV,61523.0,NO
Uk,2015,Ford,23060.0,1056.0,13.26,60720.0,PHEV,46104.0,YES
Canada,2020,Ford,40001.0,4441.0,1.83,132258.0,PHEV,4515.0,YES
Norway,2024,Kia,4034.0,765.0,26.3,55013.0,PHEV,26465.0,YES
China,2020,Hyundai,31093.0,4956.0,5.83,122059.0,HEV,73717.0,YES
France,2024,BMW,15505.0,1319.0,4.67,23254.0,PHEV,34064.0,YES
Usa,2020,Nissan,10321.0,578.0,21.44,89976.0,HEV,8664.0,YES
Uk,2019,Chevrolet,29781.0,4121.0,15.15,55428.0,BEV,70918.0,YES
China,2020,Tesla,16949.0,889.0,17.77,107091.0,HEV,28603.0,YES
Germany,2021,Hyundai,46958.0,3249.0,14.64,55662.0,HEV,28460.0,YES
Uk,2019,Kia,18009.0,895.0,11.93,25574.0,PHEV,5870.0,NO
Japan,2019,BYD,19409.0,935.0,26.74,114335.0,PHEV,45322.0,YES
Germany,2022,Kia,36500.0,3754.0,10.58,106501.0,BEV,1440.0,YES
Japan,2022,Ford,5913.0,3481.0,18.58,26460.0,HEV,1005.0,NO
Norway,2022,Hyundai,38044.0,3980.0,18.15,55526.0,PHEV,72873.0,NO
Canada,2016,Volkswagen,13557.0,3081.0,20.09,38322.0,HEV,47612.0,YES
India,2020,Ford,33282.0,2425.0,4.78,116030.0,HEV,10428.0,NO
Norway,2016,Tesla,38789.0,3230.0,16.82,124342.0,PHEV,4890.0,YES
Canada,2018,Tesla,29340.0,2818.0,19.78,96027.0,BEV,25288.0,YES
India,2015,Chevrolet,17726.0,4456.0,24.72,20385.0,HEV,58941.0,NO
Usa,2022,Hyundai,25153.790504451037,2523.0,6.13,75377.24470820969,PHEV,17040.0,YES
France,2015,Volkswagen,4770.0,3613.0,28.56,23370.0,HEV,3291.0,NO
Canada,2017,Tesla,46781.0,3902.0,23.65,95617.0,PHEV,5595.0,YES
Canada,2019,Renault,30894.0,2928.0,4.0,124570.0,BEV,43723.0,NO
Germany,2019,Hyundai,47264.0,345.0,19.61,106386.0,HEV,4447.0,NO
France,2023,Volkswagen,11162.0,948.0,5.18,79633.0,PHEV,43213.0,NO
Netherlands,2021,Ford,40747.0,1895.0,21.77,48813.0,PHEV,11712.0,YES
India,2023,Chevrolet,16491.0,4018.0,2.4,82856.0,PHEV,31806.0,NO
India,2021,BMW,12710.0,4214.0,26.54,58007.0,BEV,16945.0,YES
France,2020,Hyundai,30165.0,1527.0,8.3,116569.0,HEV,78413.0,NO
Japan,2022,Renault,13724.0,3062.0,16.2,110928.0,PHEV,18316.0,NO
India,2023,BMW,22262.0,1144.0,6.19,99901.0,HEV,16174.0,YES
Netherlands,2020,Kia,41990.0,3031.0,17.59,114844.0,HEV,34069.0,YES
Uk,2020,Nissan,38697.0,3455.0,2.45,65067.0,BEV,36247.0,YES
Usa,2015,Hyundai,10886.0,2538.0,21.15,77066.0,PHEV,35474.0,YES
Uk,2017,BYD,25144.0,1914.0,25.61,73433.0,PHEV,12143.0,NO
Usa,2019,Nissan,12061.0,4605.0,24.1,65940.0,BEV,11596.0,NO
Uk,2015,Chevrolet,30701.0,2313.0,22.67,67690.0,HEV,31183.0,YES
Norway,2023,Nissan,21258.0,1092.0,23.9,68149.0,HEV,46810.0,YES
Canada,2017,BYD,6972.0,2785.0,21.86,25946.0,HEV,23388.0,YES
Japan,2021,Kia,15555.0,2241.0,8.34,57283.0,BEV,79000.0,NO
China,2017,BMW,40864.0,4952.0,19.76,109000.0,BEV,6700.0,NO
India,2022,Chevrolet,39339.0,2066.0,16.78,125230.0,BEV,18177.0,NO
Norway,2023,BYD,19983.0,2865.0,18.37,21009.0,HEV,61611.0,NO
China,2019,BMW,22206.0,94.0,12.97,65288.0,PHEV,17258.0,YES
Netherlands,2021,BMW,26824.0,3119.0,22.7,49621.0,HEV,72310.0,YES
Germany,2024,Volkswagen,32133.0,189.0,9.77,127058.0,BEV,63907.0,YES
Usa,2018,Renault,7688.0,2034.0,3.62,15272.0,BEV,28044.0,YES
Japan,2021,BMW,14066.0,926.0,26.1,105516.0,HEV,51668.0,NO
India,2021,Hyundai,44330.0,3592.0,16.76,67663.0,BEV,16958.0,YES
Netherlands,2023,Renault,5767.0,3505.0,28.79,42792.0,PHEV,78605.0,YES
France,2023,BYD,1481.0,2486.0,29.92,28068.0,BEV,78192.0,NO
Germany,2024,BYD,27826.0,2136.0,12.36,81839.0,HEV,10665.0,YES
Netherlands,2024,Tesla,27597.0,1175.0,14.34,53782.0,PHEV,76911.0,YES
China,2015,Ford,36129.0,4660.0,29.32,94518.0,BEV,26835.0,YES
Germany,2021,Kia,10810.0,2577.0,14.7,25010.0,PHEV,53275.0,NO
Canada,2015,Kia,22048.0,2350.0,10.33,65496.0,BEV,31580.0,YES
Netherlands,2015,Hyundai,4049.0,2319.0,17.33,53377.0,PHEV,78701.0,NO
France,2017,Nissan,24064.0,2500.0,10.71,45829.0,PHEV,45787.0,YES
China,2023,Nissan,41957.0,3986.0,20.18,48409.0,BEV,39862.0,YES
China,2024,Tesla,4181.0,4148.0,19.81,12682.0,BEV,2845.0,NO
Usa,2020,BYD,39681.0,1446.0,26.83,123971.0,BEV,35404.0,NO
Germany,2020,Ford,17715.0,4450.0,15.43,31169.0,BEV,49217.0,YES
Canada,2018,Nissan,16984.0,3097.0,11.68,77247.0,HEV,19675.0,NO
India,2019,Tesla,25180.0,703.0,22.9,103148.0,PHEV,4491.0,NO
France,2020,Renault,46626.0,3402.0,13.17,86026.0,BEV,37551.0,NO
Usa,2022,Chevrolet,28588.0,899.0,7.22,35557.0,HEV,9981.0,NO
Germany,2023,Tesla,4157.0,4856.0,26.95,89888.0,PHEV,43340.0,NO
China,2019,Ford,36450.0,4797.0,6.24,115992.0,PHEV,5329.0,YES
Netherlands,2021,BMW,25153.790504451037,3107.0,22.19,75377.24470820969,PHEV,38869.0,NO
China,2024,Volkswagen,25153.790504451037,1379.0,21.73,75377.24470820969,BEV,67252.0,NO
Canada,2021,Renault,22251.0,18.0,12.99,94873.0,BEV,56535.0,YES
India,2022,Renault,47630.0,3041.0,6.93,134217.0,HEV,3246.0,YES
Canada,2018,Hyundai,20510.0,4081.0,23.38,38744.0,PHEV,50451.0,YES
Usa,2021,BMW,10169.0,1092.0,11.23,86262.0,PHEV,52952.0,YES
Canada,2017,Chevrolet,42235.0,1462.0,24.16,111074.0,HEV,48931.0,NO
Netherlands,2019,Chevrolet,40425.0,1861.0,2.98,129170.0,PHEV,43287.0,YES
China,2022,Nissan,25690.0,254.0,24.47,112417.0,HEV,69315.0,NO
Usa,2018,Ford,18730.0,1250.0,4.86,113091.0,HEV,14698.0,YES
Japan,2022,Ford,35060.0,1744.0,2.89,92441.0,BEV,38956.0,YES
China,2016,Hyundai,49286.0,3952.0,10.46,138064.0,PHEV,67480.0,YES
France,2021,Ford,32195.0,1521.0,20.12,55697.0,HEV,51010.0,YES
Uk,2023,Kia,25305.0,2427.0,23.1,72794.0,PHEV,32949.0,YES
Norway,2019,Ford,4371.0,91.0,20.68,47547.0,BEV,4260.0,NO
Uk,2024,Ford,32519.0,3155.0,8.77,35782.0,HEV,27913.0,YES
Uk,2015,BYD,21172.0,4394.0,19.39,95524.0,PHEV,41324.0,YES
Germany,2015,Volkswagen,49493.0,3973.0,5.21,127662.0,BEV,24384.0,NO
India,2015,Renault,4012.0,905.0,23.71,84870.0,BEV,55800.0,YES
Norway,2019,Renault,25153.790504451037,2070.0,5.8,75377.24470820969,HEV,3387.0,YES
Usa,2022,Ford Inc,8531.0,1809.0,3.29,43426.0,PHEV,41379.0,YES
China,2023,Hyundai,28105.0,2099.0,18.58,115584.0,PHEV,6008.0,YES
Netherlands,2016,Hyundai,21777.0,803.0,6.3,45030.0,PHEV,30202.0,YES
Netherlands,2015,Hyundai,29736.0,1630.0,21.59,90999.0,BEV,75855.0,YES
India,2017,Ford,17075.0,4022.0,8.31,101398.0,HEV,52142.0,NO
Norway,2021,Ford,34372.0,4810.0,4.41,61809.0,HEV,8903.0,YES
Usa,2016,Renault,18668.0,2297.0,21.25,69624.0,PHEV,75526.0,YES
Japan,2020,Ford,23801.0,1816.0,9.73,94704.0,BEV,17204.0,YES
Germany,2018,BMW,8310.0,3090.0,21.5,100854.0,BEV,10236.0,YES
Japan,2016,Nissan,25153.790504451037,2214.0,23.81,75377.24470820969,BEV,35364.0,YES
Japan,2015,Renault,42035.0,689.0,4.79,55055.0,PHEV,59473.0,YES
Uk,2021,Renault,45364.0,3203.0,12.85,84866.0,PHEV,16675.0,NO
Netherlands,2022,Volkswagen,24121.0,3604.0,28.33,107719.0,PHEV,71902.0,YES
Canada,2024,Nissan,26965.0,1653.0,9.73,77951.0,HEV,44201.0,NO
Germany,2018,Chevrolet,43815.0,1678.0,10.32,117169.0,HEV,6028.0,NO
Norway,2022,Nissan,18656.0,2174.0,6.85,87755.0,BEV,49657.0,NO
Germany,2016,Nissan,8998.0,541.0,4.73,63837.0,PHEV,24397.0,YES
Canada,2023,BMW,8204.0,68.0,6.34,18969.0,HEV,11002.0,YES
India,2020,BMW,34209.0,4633.0,29.03,45175.0,HEV,35189.0,NO
Netherlands,2016,Hyundai,6265.0,445.0,2.11,85448.0,PHEV,5959.0,YES
India,2020,BYD,27757.0,1660.0,16.95,55972.0,HEV,56046.0,YES
Usa,2019,BYD,37157.0,4491.0,29.39,74283.0,PHEV,17772.0,NO
Canada,2022,Tesla,49086.0,2801.0,14.03,72304.0,HEV,58205.0,YES
China,2023,Ford,5459.0,1069.0,24.61,7760.0,HEV,59017.0,YES
China,2016,Volkswagen,43819.0,4309.0,4.14,48931.0,PHEV,58033.0,NO
France,2018,BYD,46031.0,3592.0,29.12,129449.0,BEV,33145.0,YES
Uk,2016,Kia,35896.0,1886.0,8.18,92812.0,HEV,2067.0,YES
Germany,2016,Tesla,34439.0,181.0,22.92,44774.0,PHEV,56008.0,YES
France,2016,Nissan,6709.0,2198.0,3.32,81625.0,PHEV,5076.0,NO
Germany,2017,Nissan,33425.0,2727.0,25.44,45520.0,HEV,57680.0,YES
China,2023,Ford,28900.0,2387.0,7.26,97246.0,HEV,29562.0,NO
Norway,2016,Nissan,41163.0,2136.0,18.07,94345.0,HEV,27883.0,YES
Japan,2017,Tesla,38873.0,3086.0,5.65,50967.0,PHEV,3407.0,YES
Canada,2016,Renault,13144.0,3014.0,7.67,74890.0,HEV,53748.0,YES
Usa,2018,BYD,37307.0,1314.0,26.81,68468.0,PHEV,8282.0,YES
Norway,2018,Kia,27039.0,3317.0,4.09,62594.0,HEV,2073.0,NO
Netherlands,2020,BMW,33183.0,1175.0,14.49,61476.0,BEV,16389.0,NO
Norway,2019,BMW,17543.0,4652.0,27.77,98511.0,BEV,60618.0,NO
Canada,2023,Ford,37734.0,1478.0,1.93,64461.0,BEV,23559.0,YES
Germany,2015,BMW,8784.0,2576.0,2.63,72467.0,BEV,11991.0,NO
Japan,2020,Renault,20061.0,4521.0,1.09,36729.0,HEV,35312.0,NO
Uk,2021,Renault,28606.0,2656.0,10.28,99926.0,BEV,55913.0,YES
France,2017,Hyundai,18450.0,2405.0,8.56,65753.0,PHEV,25667.0,NO
Uk,2021,Chevrolet,4492.0,340.0,28.43,93172.0,HEV,26530.0,YES
Usa,2019,Nissan,45240.0,2611.0,17.15,133507.0,HEV,53044.0,YES
Netherlands,2017,BMW,25153.790504451037,1276.0,22.58,75377.24470820969,PHEV,59817.0,YES
India,2018,Volkswagen,38002.0,1607.0,11.99,70009.0,BEV,13985.0,YES
Norway,2024,BYD,23025.0,2752.0,21.93,27855.0,PHEV,57144.0,NO
Japan,2019,Tesla,1033.0,4572.0,5.6,57748.0,HEV,29255.0,NO
France,2020,Nissan,20945.0,3176.0,7.2,31420.0,HEV,64130.0,YES
Netherlands,2024,Ford,26508.0,3150.0,24.24,97766.0,PHEV,28912.0,YES
Norway,2023,Volkswagen,17666.0,1517.0,18.3,57289.0,PHEV,64303.0,YES
India,2015,Volkswagen,46562.0,3864.0,16.02,51652.0,BEV,46266.0,YES
Japan,2018,Hyundai,46045.0,2696.0,7.45,121615.0,PHEV,75062.0,NO
Canada,2023,Volkswagen,19084.0,4724.0,15.87,116169.0,PHEV,72857.0,YES
Netherlands,2018,Chevrolet,24940.0,496.0,26.37,49738.0,PHEV,14565.0,NO
India,2015,Renault,23527.0,550.0,28.01,114392.0,BEV,57878.0,YES
Netherlands,2024,Nissan,45706.0,1248.0,2.22,100325.0,BEV,27875.0,NO
Netherlands,2019,Nissan,17964.0,207.0,21.5,26815.0,HEV,2600.0,NO
France,2021,BYD,7366.0,3702.0,13.12,28739.0,PHEV,63805.0,YES
Norway,2024,Hyundai,47377.0,1781.0,23.48,145826.0,PHEV,40423.0,NO
Germany,2022,BYD,38576.0,4210.0,11.68,106176.0,HEV,42848.0,NO
Uk,2017,Renault,44383.0,330.0,23.41,130534.0,PHEV,40776.0,YES
Uk,2020,Hyundai,49312.0,1510.0,16.64,102745.0,BEV,10711.0,YES
Germany,2023,Ford,25153.790504451037,1928.0,18.27,75377.24470820969,BEV,10597.0,NO
Germany,2022,Kia,22484.0,14.0,11.8,42266.0,PHEV,52782.0,NO
Japan,2018,Volkswagen,7108.0,357.0,25.98,80144.0,HEV,36342.0,YES
Usa,2015,Volkswagen,25153.790504451037,3835.0,7.42,75377.24470820969,PHEV,58396.0,YES
Uk,2024,Kia Inc,49800.0,512.0,15.77,117636.0,PHEV,28075.0,YES
Netherlands,2023,Nissan,24479.0,4043.0,2.32,81301.0,BEV,52603.0,NO
Japan,2022,Nissan,37653.0,348.0,8.94,64922.0,BEV,51138.0,YES
Usa,2017,Renault,25055.0,3500.0,10.56,33980.0,HEV,4107.0,NO
Usa,2015,Ford,21352.0,3340.0,17.24,72427.0,BEV,23631.0,NO
Canada,2024,BMW,32122.0,1906.0,22.3,79343.0,PHEV,18197.0,YES
Norway,2024,Ford,21634.0,792.0,10.12,120413.0,HEV,25583.0,YES
Canada,2023,Chevrolet,28849.0,4680.0,29.79,100392.0,BEV,77830.0,NO
India,2016,Nissan,25153.790504451037,4588.0,4.02,75377.24470820969,BEV,58290.0,NO
Uk,2024,BMW,14147.0,2948.0,7.08,23310.0,HEV,55210.0,YES
Japan,2021,BMW,40863.0,4930.0,16.34,124774.0,HEV,38996.0,YES
Uk,2022,BMW,12248.0,3969.0,22.64,76427.0,BEV,7450.0,YES
Uk,2019,BYD,1599.0,2647.0,25.69,87932.0,HEV,41225.0,NO
Germany,2019,Ford,11307.0,1364.0,10.4,75472.0,BEV,9382.0,YES
India,2018,Renault,25153.790504451037,157.0,13.96,75377.24470820969,HEV,16065.0,NO
Japan,2020,Kia,20434.0,4929.0,11.57,82611.0,HEV,38851.0,NO
Germany,2022,Nissan,9316.0,4135.0,23.37,74224.0,PHEV,26654.0,YES
Usa,2023,Hyundai,22108.0,1205.0,1.41,92002.0,PHEV,42576.0,NO
Uk,2021,Tesla,37512.0,3353.0,18.68,55067.0,BEV,54294.0,NO
Netherlands,2023,Hyundai,32144.0,763.0,20.22,103784.0,PHEV,28299.0,NO
Usa,2022,Tesla,25153.790504451037,3020.0,23.09,75377.24470820969,PHEV,4685.0,NO
Usa,2019,Ford,25161.0,1687.0,2.79,50437.0,BEV,49239.0,NO
Norway,2019,Hyundai,23521.0,1267.0,18.2,26053.0,HEV,51805.0,YES
Canada,2020,Nissan,16515.0,4998.0,6.07,92157.0,HEV,35206.0,NO
Netherlands,2017,BYD,48087.0,1470.0,17.5,136984.0,HEV,36847.0,YES
India,2023,BMW,15914.0,2503.0,5.45,105281.0,PHEV,42091.0,YES
Uk,2021,Tesla,8088.0,913.0,4.72,67653.0,PHEV,56342.0,NO
Norway,2022,Kia,43223.0,2814.0,10.49,143216.0,PHEV,38550.0,YES
Canada,2023,Renault,20665.0,612.0,8.43,109053.0,BEV,71043.0,YES
Netherlands,2017,Ford,1027.0,4415.0,5.1,52540.0,HEV,67198.0,YES
France,2024,Nissan,46728.0,945.0,28.02,53106.0,BEV,66296.0,YES
India,2023,Chevrolet,14000.0,315.0,3.96,66542.0,PHEV,66285.0,YES
India,2018,Kia,7722.0,1475.0,21.38,107428.0,HEV,79437.0,YES
France,2018,Chevrolet,5044.0,752.0,25.21,57544.0,HEV,40618.0,YES
Germany,2020,Kia,34018.0,878.0,16.34,91604.0,BEV,25789.0,NO
Netherlands,2019,Renault,2117.0,2540.0,1.56,66737.0,PHEV,1511.0,YES
Norway,2016,Renault,47814.0,262.0,10.2,123170.0,HEV,37244.0,YES
Germany,2022,BYD,9678.0,1735.0,11.05,45147.0,HEV,9496.0,NO
Japan,2017,BYD,12770.0,2290.0,27.01,49345.0,BEV,77614.0,NO
Uk,2017,BMW,28530.0,1034.0,11.61,38228.0,HEV,71392.0,NO
Netherlands,2018,Hyundai,28027.0,1063.0,8.92,71891.0,BEV,38355.0,YES
France,2015,Renault,38190.0,2904.0,18.22,87361.0,PHEV,22658.0,NO
France,2017,Chevrolet Inc,6765.0,4249.0,17.34,90443.0,BEV,54494.0,NO
France,2016,Tesla,25153.790504451037,3126.0,13.65,75377.24470820969,HEV,62339.0,NO
Japan,2022,Nissan,14806.0,4039.0,3.0,59632.0,PHEV,56597.0,YES
Norway,2019,Chevrolet,7943.0,1327.0,19.38,13326.0,BEV,35361.0,YES
Germany,2019,Renault,44597.0,1918.0,22.19,75955.0,PHEV,31412.0,YES
China,2024,BYD,18674.0,2938.0,9.95,51983.0,BEV,10280.0,NO
India,2017,BYD,40949.0,2391.0,6.73,135006.0,HEV,22695.0,NO
Norway,2024,BYD,25153.790504451037,1175.0,2.48,75377.24470820969,BEV,19409.0,NO
Germany,2024,Kia,1487.0,1975.0,2.97,28502.0,HEV,67404.0,YES
Japan,2016,Tesla,23140.0,1944.0,4.79,56742.0,HEV,22584.0,NO
Uk,2018,Volkswagen,15669.0,1402.0,17.79,42113.0,PHEV,63497.0,YES
India,2021,Hyundai,44609.0,311.0,24.97,84632.0,HEV,60267.0,YES
France,2020,BYD,25392.0,1898.0,5.78,121289.0,PHEV,60225.0,YES
Japan,2021,Ford,16507.0,3908.0,18.12,107549.0,HEV,21239.0,NO
France,2018,Renault,13565.0,4465.0,15.79,113396.0,HEV,19443.0,NO
Germany,2017,Hyundai,9790.0,221.0,15.31,54080.0,BEV,16115.0,NO
Japan,2021,Kia,5649.0,1042.0,6.14,20270.0,BEV,7820.0,NO
Canada,2019,Tesla,26574.0,936.0,29.07,102781.0,PHEV,45345.0,YES
Uk,2021,Ford,10722.0,396.0,8.08,52600.0,PHEV,70669.0,YES
Netherlands,2022,Volkswagen,6267.0,571.0,17.76,50156.0,PHEV,15633.0,YES
